loopCnt,assist_level,thighDeg_RH,incPosDeg_RH,MotorActCurrent_RH,accX_Calib_RH,accY_Calib_RH,gyroZ_Calib_RH,thighDeg_LH,incPosDeg_LH,MotorActCurrent_LH,accX_Calib_LH,accY_Calib_LH,gyroZ_Calib_LH,u_RH,u_LH,Pvector_ref_RH,Pvector_ref_LH,extension_control_mode,emg_R1,emg_L1,fsr_R1,fsr_R2,fsr_L1,fsr_L2,free_var1,free_var2
200,0.000,1.945,9.877,0.005,2.999,9.312,-0.107,1.110,8.009,0.005,3.356,9.557,-0.198,0.000,0.000,0.000,0.000,0,0.027,0.011,816,1026,1466,1088,3.021,9.247
201,0.000,1.923,9.877,0.000,3.004,9.315,-0.076,1.132,8.009,0.000,3.356,9.561,-0.046,0.000,0.000,0.000,0.000,0,0.027,0.011,816,1026,1466,1088,3.021,9.247
202,0.000,1.923,9.877,-0.005,2.989,9.322,-0.046,1.132,8.009,0.000,3.377,9.554,-0.046,0.000,0.000,0.000,0.000,0,0.027,0.011,816,1027,1466,1088,2.930,9.247
203,0.000,1.923,9.877,0.000,2.994,9.286,0.015,1.132,8.009,-0.005,3.367,9.554,0.000,0.000,0.000,0.000,0.000,0,0.028,0.011,816,1027,1465,1089,2.930,9.247
204,0.000,1.923,9.877,0.005,3.008,9.298,-0.076,1.132,8.009,-0.016,3.305,9.554,0.046,0.000,0.000,0.000,0.000,0,0.027,0.011,816,1026,1467,1090,2.930,9.247
205,0.000,1.923,9.877,0.000,3.006,9.300,-0.259,1.132,8.009,-0.027,3.317,9.581,0.015,0.000,0.000,0.000,0.000,0,0.027,0.011,816,1026,1468,1090,2.930,9.247
206,0.000,1.923,9.877,0.000,3.028,9.262,-0.229,1.132,8.009,0.005,3.384,9.557,-0.046,0.000,0.000,0.000,0.000,0,0.028,0.011,818,1026,1467,1090,2.930,9.247
207,0.000,1.923,9.877,0.000,2.987,9.279,-0.259,1.132,8.009,0.000,3.348,9.549,0.000,0.000,0.000,0.000,0.000,0,0.028,0.011,816,1026,1467,1089,2.930,9.247
208,0.000,1.923,9.877,-0.005,2.982,9.293,-0.107,1.132,8.009,0.016,3.341,9.540,0.015,0.000,0.000,0.000,0.000,0,0.029,0.011,816,1026,1467,1090,3.021,9.247
209,0.000,1.923,9.877,0.005,3.020,9.284,0.000,1.132,8.009,0.005,3.377,9.518,-0.046,0.000,0.000,0.000,0.000,0,0.028,0.011,816,1026,1468,1090,2.930,9.247
210,0.000,1.923,9.877,0.005,3.016,9.274,0.046,1.132,8.009,0.000,3.389,9.549,0.000,0.000,0.000,0.000,0.000,0,0.028,0.011,816,1026,1469,1089,2.930,9.247
211,0.000,1.901,9.877,0.000,2.980,9.257,0.015,1.154,8.009,0.000,3.365,9.552,-0.076,0.000,0.000,0.000,0.000,0,0.029,0.011,816,1026,1469,1089,3.021,9.247
212,0.000,1.901,9.877,0.005,2.972,9.272,0.000,1.154,8.009,0.005,3.312,9.554,-0.015,0.000,0.000,0.000,0.000,0,0.029,0.010,816,1026,1468,1089,2.930,9.247
213,0.000,1.901,9.877,0.000,3.013,9.272,0.000,1.132,8.009,0.000,3.308,9.573,-0.015,0.000,0.000,0.000,0.000,0,0.029,0.010,817,1026,1469,1088,2.930,9.247
214,0.000,1.901,9.877,0.000,2.982,9.269,-0.046,1.132,8.009,0.016,3.377,9.554,-0.015,0.000,0.000,0.000,0.000,0,0.030,0.010,817,1026,1469,1090,2.930,9.247
215,0.000,1.901,9.877,0.005,2.982,9.257,-0.137,1.154,8.009,-0.016,3.430,9.542,-0.198,0.000,0.000,0.000,0.000,0,0.030,0.010,817,1026,1471,1090,2.930,9.247
216,0.000,1.901,9.877,0.005,3.066,9.265,-0.107,1.154,8.009,0.000,3.358,9.557,-0.168,0.000,0.000,0.000,0.000,0,0.031,0.011,817,1026,1469,1090,2.930,9.247
