loopCnt,assist_level,thighDeg_RH,incPosDeg_RH,MotorActCurrent_RH,accX_Calib_RH,accY_Calib_RH,gyroZ_Calib_RH,thighDeg_LH,incPosDeg_LH,MotorActCurrent_LH,accX_Calib_LH,accY_Calib_LH,gyroZ_Calib_LH,u_RH,u_LH,Pvector_ref_RH,Pvector_ref_LH,extension_control_mode,emg_R1,emg_L1,fsr_R1,fsr_R2,fsr_L1,fsr_L2,free_var1,free_var2
300,0.000,-0.319,12.426,0.000,3.334,9.238,1.114,-0.604,8.932,-0.005,3.406,9.391,1.297,0.000,0.000,0.000,0.000,0,0.017,0.011,799,1049,1409,1009,3.296,9.247
301,0.000,-0.319,12.426,0.000,3.372,9.253,1.144,-0.604,8.932,-0.005,3.396,9.406,1.389,0.000,0.000,0.000,0.000,0,0.015,0.011,800,1048,1408,1010,3.204,9.247
302,0.000,-0.319,12.426,0.000,3.351,9.245,1.205,-0.604,8.932,0.000,3.387,9.430,1.419,0.000,0.000,0.000,0.000,0,0.015,0.011,799,1049,1410,1010,3.296,9.155
303,0.000,-0.319,12.426,-0.005,3.334,9.212,1.297,-0.604,8.932,0.000,3.377,9.408,1.358,0.000,0.000,0.000,0.000,0,0.015,0.011,800,1049,1410,1011,3.296,9.247
304,0.000,-0.319,12.426,-0.005,3.363,9.233,1.297,-0.604,8.932,0.005,3.389,9.415,1.236,0.000,0.000,0.000,0.000,0,0.015,0.011,801,1050,1413,1011,3.296,9.155
305,0.000,-0.319,12.426,-0.005,3.348,9.238,1.297,-0.604,8.932,0.005,3.415,9.413,1.205,0.000,0.000,0.000,0.000,0,0.017,0.012,798,1048,1411,1011,3.296,9.155
306,0.000,-0.319,12.426,0.000,3.305,9.217,1.266,-0.604,8.932,-0.005,3.403,9.413,1.328,0.000,0.000,0.000,0.000,0,0.015,0.012,798,1048,1408,1011,3.296,9.155
307,0.000,-0.341,12.426,0.000,3.308,9.243,1.205,-0.604,8.932,0.005,3.399,9.413,1.389,0.000,0.000,0.000,0.000,0,0.015,0.011,798,1048,1412,1009,3.296,9.155
308,0.000,-0.341,12.426,0.000,3.320,9.212,1.389,-0.604,8.932,-0.005,3.384,9.413,1.297,0.000,0.000,0.000,0.000,0,0.015,0.011,799,1048,1409,1010,3.296,9.155
309,0.000,-0.341,12.426,0.000,3.377,9.236,1.328,-0.604,8.932,-0.005,3.415,9.365,1.297,0.000,0.000,0.000,0.000,0,0.016,0.011,792,1049,1409,1010,3.296,9.155
310,0.000,-0.341,12.426,0.000,3.312,9.214,1.236,-0.604,8.932,0.000,3.396,9.358,1.297,0.000,0.000,0.000,0.000,0,0.017,0.012,798,1045,1409,1010,3.296,9.155
311,0.000,-0.341,12.426,0.005,3.277,9.171,1.358,-0.626,8.932,0.000,3.356,9.415,1.389,0.000,0.000,0.000,0.000,0,0.015,0.010,798,1048,1409,1006,3.296,9.155
312,0.000,-0.341,12.426,0.005,3.327,9.188,1.328,-0.626,8.932,-0.005,3.370,9.403,1.389,0.000,0.000,0.000,0.000,0,0.015,0.011,798,1048,1413,1005,3.296,9.155
313,0.000,-0.341,12.426,0.000,3.334,9.214,1.205,-0.626,8.932,0.000,3.396,9.401,1.419,0.000,0.000,0.000,0.000,0,0.015,0.010,800,1048,1409,1012,3.204,9.155
314,0.000,-0.363,12.426,0.000,3.267,9.195,1.266,-0.626,8.932,-0.005,3.449,9.420,1.297,0.000,0.000,0.000,0.000,0,0.015,0.010,803,1052,1409,1013,3.296,9.155
315,0.000,-0.363,12.426,0.005,3.310,9.169,1.297,-0.626,8.932,-0.016,3.413,9.425,1.328,0.000,0.000,0.000,0.000,0,0.015,0.012,798,1052,1410,1009,3.296,9.155
316,0.000,-0.363,12.426,0.000,3.389,9.195,1.358,-0.626,8.932,-0.005,3.389,9.420,1.358,0.000,0.000,0.000,0.000,0,0.015,0.011,797,1048,1410,1008,3.204,9.155
317,0.000,-0.363,12.426,0.000,3.377,9.229,1.328,-0.626,8.932,-0.005,3.418,9.394,1.266,0.000,0.000,0.000,0.000,0,0.014,0.011,798,1046,1414,1007,3.296,9.155
318,0.000,-0.341,12.426,0.000,3.336,9.217,1.389,-0.626,8.932,0.005,3.415,9.411,1.205,0.000,0.000,0.000,0.000,0,0.015,0.011,798,1048,1410,1010,3.388,9.155
319,0.000,-0.363,12.426,0.005,3.348,9.195,1.297,-0.626,8.932,-0.005,3.403,9.439,1.175,0.000,0.000,0.000,0.000,0,0.015,0.011,798,1048,1409,1009,3.296,9.155
320,0.000,-0.341,12.426,0.000,3.334,9.181,1.328,-0.626,8.932,0.000,3.411,9.423,1.175,0.000,0.000,0.000,0.000,0,0.014,0.011,798,1048,1410,1009,3.296,9.155
321,0.000,-0.363,12.426,0.000,3.329,9.200,1.389,-0.626,8.932,-0.016,3.396,9.408,1.328,0.000,0.000,0.000,0.000,0,0.013,0.011,800,1048,1410,1008,3.296,9.155
322,0.000,-0.363,12.426,0.000,3.351,9.219,1.541,-0.626,8.932,0.005,3.411,9.401,1.358,0.000,0.000,0.000,0.000,0,0.013,0.011,797,1049,1414,1008,3.296,9.155
323,0.000,-0.363,12.426,0.000,3.305,9.205,1.480,-0.626,8.932,0.000,3.454,9.391,1.389,0.000,0.000,0.000,0.000,0,0.015,0.011,798,1048,1410,1010,3.296,9.155
324,0.000,-0.363,12.426,0.000,3.255,9.164,1.328,-0.626,8.932,0.005,3.447,9.411,1.144,0.000,0.000,0.000,0.000,0,0.018,0.010,797,1048,1410,1009,3.296,9.155
325,0.000,-0.363,12.426,-0.005,3.310,9.190,1.358,-0.626,8.932,0.000,3.391,9.403,1.175,0.000,0.000,0.000,0.000,0,0.015,0.010,799,1048,1410,1008,3.296,9.155
326,0.000,-0.363,12.426,0.000,3.367,9.257,1.511,-0.626,8.932,0.005,3.339,9.396,1.205,0.000,0.000,0.000,0.000,0,0.014,0.010,801,1050,1410,1009,3.204,9.155
327,0.000,-0.363,12.426,0.005,3.358,9.245,1.633,-0.626,8.932,0.005,3.356,9.411,1.236,0.000,0.000,0.000,0.000,0,0.014,0.009,798,1053,1414,1008,3.296,9.155
328,0.000,-0.363,12.426,0.000,3.367,9.224,1.572,-0.626,8.932,0.000,3.406,9.415,1.358,0.000,0.000,0.000,0.000,0,0.014,0.010,798,1048,1409,1010,3.296,9.247
329,0.000,-0.363,12.426,0.000,3.320,9.224,1.450,-0.626,8.932,0.000,3.396,9.415,1.389,0.000,0.000,0.000,0.000,0,0.016,0.010,797,1048,1411,1008,3.296,9.155
330,0.000,-0.363,12.426,0.000,3.308,9.219,1.480,-0.626,8.932,0.000,3.403,9.387,1.297,0.000,0.000,0.000,0.000,0,0.015,0.010,795,1048,1411,1008,3.296,9.155
331,0.000,-0.385,12.426,0.000,3.308,9.197,1.511,-0.626,8.932,0.016,3.382,9.360,1.358,0.000,0.000,0.000,0.000,0,0.015,0.010,792,1044,1412,1008,3.296,9.155
332,0.000,-0.385,12.426,0.000,3.300,9.207,1.511,-0.626,8.932,0.000,3.363,9.358,1.358,0.000,0.000,0.000,0.000,0,0.015,0.008,797,1047,1411,1007,3.296,9.155
333,0.000,-0.385,12.426,0.000,3.288,9.212,1.480,-0.648,8.932,-0.005,3.391,9.367,1.419,0.000,0.000,0.000,0.000,0,0.015,0.008,796,1048,1411,1009,3.296,9.155
334,0.000,-0.385,12.426,0.000,3.257,9.185,1.511,-0.648,8.932,-0.005,3.384,9.389,1.358,0.000,0.000,0.000,0.000,0,0.016,0.010,797,1048,1412,1008,3.296,9.155
335,0.000,-0.385,12.426,0.005,3.315,9.219,1.511,-0.648,8.932,-0.005,3.351,9.406,1.205,0.000,0.000,0.000,0.000,0,0.014,0.009,796,1048,1412,1008,3.204,9.155
336,0.000,-0.407,12.426,0.000,3.346,9.229,1.389,-0.648,8.932,0.005,3.322,9.382,1.297,0.000,0.000,0.000,0.000,0,0.014,0.009,796,1048,1411,1008,3.204,9.155
