loopCnt,assist_level,thighDeg_RH,incPosDeg_RH,MotorActCurrent_RH,accX_Calib_RH,accY_Calib_RH,gyroZ_Calib_RH,thighDeg_LH,incPosDeg_LH,MotorActCurrent_LH,accX_Calib_LH,accY_Calib_LH,gyroZ_Calib_LH,u_RH,u_LH,Pvector_ref_RH,Pvector_ref_LH,extension_control_mode,emg_R1,emg_L1,fsr_R1,fsr_R2,fsr_L1,fsr_L2,free_var1,free_var2
200,0.000,-1.857,11.063,0.000,3.387,9.219,-0.351,-1.220,7.438,0.000,3.569,9.288,-0.076,0.000,0.000,0.000,0.000,0,0.015,0.009,791,1089,1412,1013,3.296,9.155
201,0.000,-1.835,11.063,0.000,3.370,9.229,-0.259,-1.220,7.438,0.000,3.607,9.293,-0.046,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1089,1412,1010,3.296,9.155
202,0.000,-1.835,11.063,-0.016,3.356,9.267,-0.320,-1.220,7.438,-0.005,3.581,9.358,-0.107,0.000,0.000,0.000,0.000,0,0.014,0.008,790,1089,1416,1011,3.388,9.155
203,0.000,-1.835,11.063,0.000,3.379,9.250,-0.473,-1.220,7.438,0.000,3.516,9.379,-0.198,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1089,1412,1013,3.296,9.155
204,0.000,-1.835,11.063,0.000,3.377,9.291,-0.534,-1.220,7.438,0.000,3.528,9.348,-0.198,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1089,1412,1012,3.296,9.247
205,0.000,-1.813,11.063,0.000,3.358,9.267,-0.534,-1.220,7.438,0.005,3.593,9.336,-0.107,0.000,0.000,0.000,0.000,0,0.014,0.008,790,1089,1412,1012,3.296,9.247
206,0.000,-1.813,11.063,0.000,3.332,9.248,-0.565,-1.220,7.438,0.000,3.526,9.360,-0.076,0.000,0.000,0.000,0.000,0,0.013,0.008,791,1089,1412,1012,3.296,9.247
207,0.000,-1.813,11.063,0.000,3.360,9.300,-0.626,-1.220,7.438,0.000,3.487,9.341,-0.259,0.000,0.000,0.000,0.000,0,0.014,0.009,791,1089,1416,1011,3.296,9.247
208,0.000,-1.813,11.063,0.005,3.418,9.322,-0.809,-1.220,7.438,-0.005,3.466,9.303,-0.443,0.000,0.000,0.000,0.000,0,0.016,0.008,790,1089,1412,1013,3.296,9.247
209,0.000,-1.813,11.063,0.016,3.432,9.344,-0.656,-1.220,7.438,0.000,3.458,9.303,-0.443,0.000,0.000,0.000,0.000,0,0.018,0.008,790,1089,1412,1012,3.296,9.247
210,0.000,-1.791,11.063,-0.005,3.425,9.365,-0.687,-1.220,7.438,-0.005,3.497,9.322,-0.351,0.000,0.000,0.000,0.000,0,0.015,0.008,791,1089,1412,1013,3.388,9.247
211,0.000,-1.791,11.063,0.005,3.399,9.377,-0.778,-1.241,7.438,0.000,3.487,9.320,-0.198,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1091,1412,1012,3.388,9.339
212,0.000,-1.791,11.063,0.005,3.454,9.399,-0.778,-1.241,7.438,0.005,3.487,9.305,-0.198,0.000,0.000,0.000,0.000,0,0.014,0.008,790,1089,1416,1012,3.388,9.339
213,0.000,-1.769,11.063,0.000,3.499,9.415,-0.900,-1.241,7.438,-0.005,3.478,9.315,-0.351,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1089,1412,1013,3.388,9.339
214,0.000,-1.769,11.063,-0.005,3.463,9.432,-1.053,-1.241,7.438,0.000,3.458,9.332,-0.443,0.000,0.000,0.000,0.000,0,0.016,0.008,790,1089,1412,1013,3.388,9.339
215,0.000,-1.769,11.063,0.000,3.468,9.451,-0.961,-1.263,7.438,0.000,3.454,9.320,-0.443,0.000,0.000,0.000,0.000,0,0.015,0.008,789,1089,1412,1012,3.479,9.339
216,0.000,-1.747,11.063,0.000,3.504,9.463,-0.992,-1.263,7.438,0.000,3.518,9.339,-0.320,0.000,0.000,0.000,0.000,0,0.015,0.008,791,1085,1412,1012,3.388,9.430
217,0.000,-1.747,11.063,-0.005,3.509,9.451,-1.053,-1.263,7.438,0.000,3.542,9.336,-0.198,0.000,0.000,0.000,0.000,0,0.015,0.007,791,1089,1413,1012,3.388,9.430
218,0.000,-1.725,11.063,0.005,3.475,9.427,-1.144,-1.263,7.438,0.000,3.466,9.329,-0.229,0.000,0.000,0.000,0.000,0,0.015,0.008,791,1090,1413,1013,3.479,9.430
219,0.000,-1.725,11.063,0.000,3.516,9.456,-1.083,-1.263,7.438,0.005,3.418,9.327,-0.351,0.000,0.000,0.000,0.000,0,0.016,0.008,790,1089,1412,1013,3.479,9.430
220,0.000,-1.703,11.063,0.016,3.542,9.494,-1.144,-1.285,7.438,0.000,3.437,9.312,-0.381,0.000,0.000,0.000,0.000,0,0.015,0.008,789,1089,1414,1012,3.388,9.339
221,0.000,-1.703,11.063,0.000,3.516,9.494,-1.144,-1.285,7.438,0.000,3.487,9.351,-0.473,0.000,0.000,0.000,0.000,0,0.014,0.008,790,1088,1412,1012,3.479,9.430
222,0.000,-1.681,11.063,0.000,3.533,9.514,-1.114,-1.285,7.438,-0.016,3.482,9.344,-0.656,0.000,0.000,0.000,0.000,0,0.014,0.008,790,1089,1412,1012,3.479,9.430
223,0.000,-1.681,11.063,0.000,3.547,9.547,-1.053,-1.285,7.438,0.000,3.442,9.339,-0.504,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1089,1413,1014,3.479,9.430
224,0.000,-1.659,11.063,0.000,3.542,9.533,-1.144,-1.307,7.438,0.000,3.490,9.363,-0.595,0.000,0.000,0.000,0.000,0,0.016,0.008,790,1089,1412,1012,3.479,9.430
225,0.000,-1.659,11.085,0.000,3.569,9.511,-1.358,-1.307,7.438,0.005,3.490,9.355,-0.595,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1089,1410,1012,3.479,9.522
226,0.000,-1.637,11.085,-0.005,3.561,9.518,-1.358,-1.307,7.438,0.000,3.461,9.358,-0.473,0.000,0.000,0.000,0.000,0,0.014,0.007,790,1089,1413,1012,3.479,9.522
227,0.000,-1.637,11.085,0.005,3.516,9.521,-1.328,-1.307,7.438,0.000,3.456,9.365,-0.443,0.000,0.000,0.000,0.000,0,0.014,0.008,791,1089,1414,1014,3.479,9.430
228,0.000,-1.615,11.085,0.000,3.535,9.525,-1.236,-1.329,7.438,0.000,3.387,9.363,-0.473,0.000,0.000,0.000,0.000,0,0.015,0.008,791,1091,1416,1014,3.479,9.430
229,0.000,-1.615,11.085,0.000,3.605,9.569,-1.175,-1.329,7.438,-0.005,3.442,9.329,-0.626,0.000,0.000,0.000,0.000,0,0.016,0.008,791,1090,1414,1014,3.479,9.522
230,0.000,-1.593,11.085,0.000,3.612,9.585,-1.144,-1.329,7.438,0.000,3.509,9.317,-0.565,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1089,1411,1014,3.479,9.522
231,0.000,-1.593,11.085,0.000,3.542,9.576,-1.328,-1.351,7.438,0.005,3.461,9.348,-0.443,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1089,1416,1013,3.571,9.522
232,0.000,-1.571,11.085,-0.005,3.552,9.545,-1.297,-1.351,7.438,0.000,3.437,9.336,-0.534,0.000,0.000,0.000,0.000,0,0.015,0.008,792,1089,1412,1014,3.571,9.522
233,0.000,-1.571,11.085,0.000,3.581,9.511,-1.236,-1.351,7.438,0.016,3.485,9.332,-0.687,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1090,1412,1014,3.479,9.522
234,0.000,-1.549,11.085,0.000,3.593,9.537,-1.266,-1.351,7.438,0.000,3.509,9.355,-0.778,0.000,0.000,0.000,0.000,0,0.016,0.009,790,1089,1411,1014,3.479,9.522
235,0.000,-1.549,11.085,0.000,3.576,9.537,-1.480,-1.351,7.438,-0.005,3.427,9.353,-0.870,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1089,1412,1009,3.571,9.430
236,0.000,-1.527,11.085,0.000,3.552,9.525,-1.480,-1.373,7.438,0.000,3.432,9.358,-0.656,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1089,1416,1009,3.571,9.522
237,0.000,-1.527,11.085,0.000,3.636,9.540,-1.266,-1.373,7.438,-0.005,3.494,9.367,-0.534,0.000,0.000,0.000,0.000,0,0.016,0.008,794,1089,1412,1017,3.571,9.522
238,0.000,-1.505,11.085,0.000,3.602,9.525,-1.328,-1.373,7.438,0.005,3.490,9.379,-0.656,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1094,1411,1017,3.479,9.522
239,0.000,-1.505,11.085,-0.005,3.561,9.497,-1.297,-1.373,7.438,0.000,3.482,9.384,-0.626,0.000,0.000,0.000,0.000,0,0.015,0.009,790,1089,1412,1013,3.571,9.522
240,0.000,-1.483,11.085,-0.005,3.616,9.502,-1.358,-1.373,7.438,0.000,3.487,9.332,-0.656,0.000,0.000,0.000,0.000,0,0.015,0.008,790,1089,1412,1010,3.571,9.522
241,0.000,-1.461,11.085,0.000,3.614,9.511,-1.419,-1.373,7.438,0.005,3.499,9.296,-0.595,0.000,0.000,0.000,0.000,0,0.015,0.008,791,1089,1415,1012,3.479,9.430
