loopCnt,assist_level,thighDeg_RH,incPosDeg_RH,MotorActCurrent_RH,accX_Calib_RH,accY_Calib_RH,gyroZ_Calib_RH,thighDeg_LH,incPosDeg_LH,MotorActCurrent_LH,accX_Calib_LH,accY_Calib_LH,gyroZ_Calib_LH,u_RH,u_LH,Pvector_ref_RH,Pvector_ref_LH,extension_control_mode,emg_R1,emg_L1,fsr_R1,fsr_R2,fsr_L1,fsr_L2,free_var1,free_var2
224,0.000,0.187,15.744,0.016,2.604,9.590,-0.351,3.153,17.062,-0.016,3.116,9.355,-0.626,0.000,0.000,0.000,0.000,0,0.304,-0.663,4095,4095,4095,4095,2.564,9.613
225,0.000,0.187,15.744,0.000,2.599,9.590,-0.595,3.175,17.062,0.000,3.190,9.379,-0.534,0.000,0.000,0.000,0.000,0,0.304,-0.662,4095,4095,4095,4095,2.564,9.613
226,0.000,0.187,15.744,-0.005,2.582,9.609,-0.748,3.175,17.062,0.016,3.135,9.365,-0.565,0.000,0.000,0.000,0.000,0,0.304,-0.662,4095,4095,4095,4095,2.564,9.613
227,0.000,0.165,15.744,0.000,2.601,9.607,-0.626,3.175,17.062,0.005,3.097,9.384,-0.626,0.000,0.000,0.000,0.000,0,0.304,-0.663,4095,4095,4095,4095,2.564,9.522
228,0.000,0.165,15.744,-0.005,2.644,9.576,-0.534,3.175,17.062,0.000,3.099,9.423,-0.656,0.000,0.000,0.000,0.000,0,0.305,-0.662,4095,4095,4095,4095,2.564,9.522
229,0.000,0.165,15.744,0.000,2.644,9.585,-0.504,3.175,17.062,0.000,3.128,9.391,-0.595,0.000,0.000,0.000,0.000,0,0.304,-0.662,4095,4095,4095,4095,2.564,9.522
230,0.000,0.165,15.744,-0.016,2.637,9.621,-0.626,3.175,17.062,0.000,3.073,9.418,-0.504,0.000,0.000,0.000,0.000,0,0.304,-0.662,4095,4095,4095,4095,2.564,9.522
231,0.000,0.165,15.744,0.000,2.637,9.604,-0.656,3.175,17.062,0.005,3.126,9.382,-0.656,0.000,0.000,0.000,0.000,0,0.304,-0.662,4095,4095,4095,4095,2.564,9.522
232,0.000,0.165,15.744,0.000,2.656,9.597,-0.656,3.175,17.062,0.000,3.193,9.353,-0.687,0.000,0.000,0.000,0.000,0,0.304,-0.662,4095,4095,4095,4095,2.564,9.522
233,0.000,0.165,15.744,-0.005,2.673,9.628,-0.626,3.197,17.062,0.000,3.171,9.384,-0.656,0.000,0.000,0.000,0.000,0,0.305,-0.663,4095,4095,4095,4095,2.564,9.613
