loopCnt,assist_level,thighDeg_RH,incPosDeg_RH,MotorActCurrent_RH,accX_Calib_RH,accY_Calib_RH,gyroZ_Calib_RH,thighDeg_LH,incPosDeg_LH,MotorActCurrent_LH,accX_Calib_LH,accY_Calib_LH,gyroZ_Calib_LH,u_RH,u_LH,Pvector_ref_RH,Pvector_ref_LH,extension_control_mode,emg_R1,emg_L1,fsr_R1,fsr_R2,fsr_L1,fsr_L2,free_var1,free_var2
200,0.000,-2.142,9.240,0.060,3.188,9.413,-0.229,-17.787,-7.811,0.000,3.626,9.181,-0.229,0.079,0.000,0.209,-0.132,3,-0.984,-0.945,2272,1,0,0,3.204,9.430
201,0.000,-2.164,9.240,0.071,3.241,9.434,-0.229,-17.787,-7.811,0.000,3.645,9.140,-0.198,0.079,0.000,0.209,-0.132,3,-0.984,-0.945,2238,0,0,0,3.204,9.339
202,0.000,-2.164,9.240,0.071,3.245,9.401,-0.198,-17.787,-7.811,0.005,3.688,9.126,-0.137,0.079,0.000,0.209,-0.132,3,-0.984,-0.947,2213,0,0,2,3.113,9.339
203,0.000,-2.186,9.240,0.071,3.190,9.377,-0.168,-17.787,-7.811,0.000,3.660,9.133,-0.076,0.079,0.000,0.209,-0.132,3,-0.983,-0.945,2184,0,0,0,3.204,9.430
204,0.000,-2.186,9.240,0.060,3.123,9.396,-0.137,-17.809,-7.811,0.005,3.648,9.111,-0.137,0.079,0.000,0.209,-0.132,3,-0.984,-0.944,2162,0,0,0,3.204,9.339
205,0.000,-2.208,9.240,0.038,3.130,9.375,-0.137,-17.809,-7.811,0.000,3.696,9.114,-0.107,0.079,0.000,0.209,-0.132,3,-0.984,-0.945,2152,0,0,0,3.113,9.339
206,0.000,-2.230,9.240,0.071,3.200,9.365,0.000,-17.809,-7.811,0.005,3.717,9.135,-0.137,0.079,0.000,0.209,-0.132,3,-0.984,-0.945,2131,0,0,4,3.113,9.339
207,0.000,-2.252,9.240,0.082,3.174,9.384,-0.046,-17.809,-7.811,-0.005,3.758,9.138,-0.351,0.079,0.000,0.209,-0.132,3,-0.984,-0.945,2100,0,0,2,3.113,9.339
208,0.000,-2.274,9.240,0.071,3.116,9.365,-0.198,-17.809,-7.811,0.000,3.751,9.152,-0.290,0.079,0.000,0.209,-0.132,3,-0.983,-0.945,2077,3,0,0,3.113,9.339
209,0.000,-2.274,9.240,0.071,3.159,9.370,-0.320,-17.809,-7.811,-0.005,3.775,9.157,-0.076,0.079,0.000,0.209,-0.132,3,-0.984,-0.945,2029,0,1,0,3.113,9.339
210,0.000,-2.296,9.240,0.049,3.188,9.367,-0.351,-17.787,-7.811,0.000,3.779,9.126,-0.137,0.079,0.000,0.209,-0.132,3,-0.984,-0.945,1995,0,3,0,3.113,9.339
