loopCnt,assist_level,thighDeg_RH,incPosDeg_RH,MotorActCurrent_RH,accX_Calib_RH,accY_Calib_RH,gyroZ_Calib_RH,thighDeg_LH,incPosDeg_LH,MotorActCurrent_LH,accX_Calib_LH,accY_Calib_LH,gyroZ_Calib_LH,u_RH,u_LH,Pvector_ref_RH,Pvector_ref_LH,extension_control_mode,emg_R1,emg_L1,fsr_R1,fsr_R2,fsr_L1,fsr_L2,free_var1,free_var2
200,0.000,1.901,16.051,0.000,3.308,9.423,0.412,2.736,17.655,0.000,3.681,9.226,0.473,0.000,0.000,0.000,0.000,0,0.282,-0.646,4095,4095,4091,4095,3.204,9.430
201,0.000,1.901,16.051,-0.005,3.293,9.454,0.412,2.758,17.655,0.000,3.722,9.200,0.473,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4091,4095,3.204,9.430
202,0.000,1.923,16.051,0.005,3.288,9.478,0.565,2.758,17.655,0.005,3.640,9.174,0.565,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4091,4095,3.204,9.339
203,0.000,1.923,16.051,0.005,3.269,9.463,0.473,2.780,17.655,0.000,3.607,9.154,0.656,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4091,4095,3.296,9.339
204,0.000,1.945,16.051,0.000,3.284,9.458,0.473,2.780,17.655,0.000,3.648,9.188,0.748,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4092,4095,3.204,9.430
205,0.000,1.945,16.051,0.000,3.296,9.475,0.656,2.780,17.655,0.005,3.667,9.174,0.687,0.000,0.000,0.000,0.000,0,0.283,-0.646,4095,4095,4091,4095,3.204,9.430
206,0.000,1.967,16.051,-0.005,3.260,9.444,0.687,2.780,17.655,0.000,3.664,9.147,0.595,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4090,4095,3.204,9.430
207,0.000,1.967,16.051,0.000,3.233,9.437,0.595,2.802,17.655,0.016,3.626,9.197,0.626,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4086,4095,3.204,9.430
208,0.000,1.967,16.051,0.000,3.219,9.442,0.595,2.802,17.655,0.016,3.597,9.195,0.809,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4083,4095,3.296,9.430
209,0.000,1.967,16.051,0.005,3.226,9.461,0.504,2.802,17.655,-0.005,3.597,9.164,0.748,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4088,4095,3.204,9.430
210,0.000,1.989,16.051,0.000,3.226,9.478,0.534,2.802,17.655,0.000,3.564,9.221,0.595,0.000,0.000,0.000,0.000,0,0.283,-0.645,4095,4095,4092,4095,3.204,9.430
211,0.000,1.989,16.051,0.000,3.224,9.430,0.595,2.780,17.655,0.000,3.549,9.238,0.687,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4092,4095,3.204,9.430
212,0.000,1.989,16.051,0.000,3.207,9.456,0.504,2.780,17.655,-0.005,3.597,9.195,0.778,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4093,4095,3.204,9.430
213,0.000,1.989,16.051,0.000,3.226,9.475,0.626,2.780,17.655,0.016,3.660,9.193,0.778,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4091,4095,3.204,9.430
214,0.000,1.989,16.051,0.000,3.257,9.432,0.595,2.802,17.655,0.000,3.674,9.212,0.809,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4092,4095,3.204,9.430
215,0.000,1.989,16.051,-0.005,3.193,9.423,0.687,2.802,17.655,0.000,3.633,9.233,0.870,0.000,0.000,0.000,0.000,0,0.283,-0.645,4095,4095,4093,4095,3.204,9.430
216,0.000,1.989,16.051,-0.005,3.174,9.423,0.565,2.802,17.655,0.005,3.595,9.233,0.839,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4093,4095,3.204,9.430
217,0.000,1.989,16.051,0.000,3.255,9.434,0.595,2.802,17.655,0.005,3.581,9.219,0.748,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4095,4095,3.204,9.430
218,0.000,2.011,16.051,0.000,3.272,9.451,0.595,2.802,17.655,0.000,3.614,9.205,0.534,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4093,4095,3.113,9.339
219,0.000,2.011,16.051,0.000,3.248,9.437,0.626,2.802,17.655,0.016,3.664,9.229,0.381,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4094,4095,3.113,9.339
220,0.000,2.011,16.051,0.000,3.231,9.451,0.595,2.802,17.655,0.000,3.624,9.248,0.504,0.000,0.000,0.000,0.000,0,0.281,-0.645,4095,4095,4092,4095,3.204,9.430
221,0.000,2.011,16.051,0.000,3.265,9.470,0.656,2.802,17.655,0.000,3.542,9.248,0.565,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4090,4095,3.204,9.430
222,0.000,2.033,16.051,0.005,3.265,9.430,0.656,2.780,17.655,0.000,3.583,9.219,0.595,0.000,0.000,0.000,0.000,0,0.280,-0.646,4095,4095,4092,4095,3.204,9.430
223,0.000,2.033,16.051,-0.005,3.171,9.442,0.656,2.780,17.655,0.005,3.643,9.243,0.717,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4087,4095,3.204,9.430
224,0.000,2.033,16.051,0.005,3.164,9.454,0.656,2.802,17.655,-0.005,3.648,9.212,0.778,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4089,4095,3.204,9.430
225,0.000,2.033,16.051,0.000,3.207,9.470,0.443,2.802,17.655,-0.005,3.652,9.197,0.656,0.000,0.000,0.000,0.000,0,0.281,-0.646,4095,4095,4089,4095,3.204,9.430
