loopCnt,assist_level,thighDeg_RH,incPosDeg_RH,MotorActCurrent_RH,accX_Calib_RH,accY_Calib_RH,gyroZ_Calib_RH,thighDeg_LH,incPosDeg_LH,MotorActCurrent_LH,accX_Calib_LH,accY_Calib_LH,gyroZ_Calib_LH,u_RH,u_LH,Pvector_ref_RH,Pvector_ref_LH,extension_control_mode,emg_R1,emg_L1,fsr_R1,fsr_R2,fsr_L1,fsr_L2,free_var1,free_var2
220,0.000,-4.054,19.677,-0.005,2.769,9.389,-0.931,-0.978,17.018,0.000,2.546,9.717,-1.053,0.000,0.000,0.000,0.000,6,0.274,-0.657,4095,4095,4095,4095,2.655,9.339
221,0.000,-4.032,19.677,0.000,2.700,9.355,-0.992,-0.978,17.018,0.000,2.568,9.700,-0.961,0.000,0.000,0.000,0.000,6,0.274,-0.657,4095,4095,4095,4095,2.655,9.339
222,0.000,-4.032,19.677,-0.005,2.786,9.394,-0.961,-0.978,17.018,0.000,2.539,9.724,-0.870,0.000,0.000,0.000,0.000,6,0.274,-0.657,4095,4095,4095,4095,2.747,9.339
223,0.000,-4.010,19.677,0.000,2.843,9.406,-0.961,-1.000,17.018,0.005,2.541,9.705,-0.900,0.000,0.000,0.000,0.000,6,0.274,-0.657,4095,4095,4095,4095,2.747,9.339
224,0.000,-3.988,19.677,0.000,2.747,9.360,-0.961,-1.000,17.018,0.000,2.630,9.657,-0.717,0.000,0.000,0.000,0.000,6,0.275,-0.657,4095,4095,4095,4095,2.747,9.339
225,0.000,-3.988,19.677,0.000,2.795,9.384,-0.870,-1.000,17.018,0.005,2.618,9.672,-0.473,0.000,0.000,0.000,0.000,6,0.274,-0.658,4095,4095,4095,4095,2.655,9.339
226,0.000,-3.966,19.677,0.000,2.807,9.415,-0.931,-1.000,17.018,-0.005,2.565,9.712,-0.412,0.000,0.000,0.000,0.000,6,0.274,-0.657,4095,4095,4095,4095,2.747,9.339
227,0.000,-3.944,19.677,0.000,2.807,9.389,-0.900,-1.000,17.018,-0.005,2.489,9.710,-0.473,0.000,0.000,0.000,0.000,6,0.274,-0.657,4095,4095,4095,4095,2.838,9.339
228,0.000,-3.944,19.677,-0.005,2.853,9.379,-0.839,-1.022,17.018,-0.005,2.412,9.662,-0.595,0.000,0.000,0.000,0.000,6,0.274,-0.657,4095,4095,4095,4095,2.747,9.339
229,0.000,-3.922,19.677,-0.005,2.769,9.394,-0.717,-1.044,17.018,0.005,2.477,9.691,-0.412,0.000,0.000,0.000,0.000,6,0.275,-0.657,4095,4095,4095,4095,2.747,9.339
230,0.000,-3.900,19.677,0.000,2.810,9.418,-0.717,-1.066,17.018,-0.005,2.467,9.758,-0.473,0.000,0.000,0.000,0.000,6,0.274,-0.657,4095,4095,4095,4095,2.747,9.339
